Preprocessed Review,Sentiment
where start first game buggy hel freez every 530 minut nev able play more than 30 straight minut when freez charact stay act so die every single time commun ter go newb server everyone ust gang camp weapon spot camp spawn point then gun wait more gun than zombi okay then,1
lost all loot due game crash f ú c k n g happen b all time b anyone contemplat play game ask 3 question instal garbage can stand get disconnect crash straight get f ú c k e d s s answer y all then go ahead click play game,0
game just like 7 year ago unfinish fiil bug complete waste time steady stream decreas player said im part people leav game,0
new dev tak same approach old dev na server eastern canda leav anyone centr w coast u disadvantageeven some people eu better p also server very low qual laggy 90 time mak mat even worse now set aside commun one most tox on there abuse every glitch mechan whenev pos win fight review sum detail httpsteamcommunitycomidcharlieknrrecommended555570 edit feel same many updat,1
now start know game fre even fre gam play game unplay crash every half hour sometim even more even just 15 ppl serv pc pretty new not worst market remind enviro made so bad get stuck everyth bush could hide last chance surviv nope ful walk around solid sphere object ful pay win surviv mode hasnt open month also dev just mone hungry dick c make dec game without rename steam 3 tim so doesnt negat review middle chase bandit c tail 30 min final corner freeze game stop work login di zombie crash delete game,0
poor design lot bug ful loot game wil make crazy disconnect los all gear all time random disconnect pvp typic lag inventory problem const disconnect c join serv say stil play game un resurrect even though tim gone 0 wil make lot ppl crazy click rev button no effect loop bug can get occupi hour tr figure how make game work til real c noth garbage fre not real advantage situ mak angry fre not best de so would pay like 50 play then maeby worth max 2h time,0
defent recommend game ecause way like dayz easi get weapon fit pupose game tjere clan war find weapon pretty comon so not mat die battle easy get more weapon now on tj dont like ia graphic could improv massiva bit overal pvp game tjink right ammumt depth put,1
real want like game honest real fuck hard like every single sev disconnect can even ent damn game literal sat here hour try connect multiple server not one would let absolute pathet,0
honest not bad easy get money fun shoot weapon customiz even got battle royale on con zombi way easy,1
nope 1st spawn begin serv shot pk ak within two minut not get hit flashlight second spawn got dark quick manag find few abandon car anda few notsovalu item second zombie ate pro look like good game con isnt,1
t o t l s c o r e 410 first all would like say unlike major review actual went very indepth review proces game her how punch land graphic 510 can very honest say gam gfx very bad even high end pc expect low fp fp lag re problem here shouldnt take much cpu pow some user stream game gameplay stream nightmare some bug real glitchy sometim bug very bad blur screen ingame turn rainbow color ton differ all black shadow etc could list few gfx bug sound 810 gun sound real spot infact actual fun play game just fire all differ gun also when land nasty headshot feel like mil away sound mak w shoot pant some sound suck see soundtrack 010 no effort any sort soundtrack so ev guy on interest fre play pay play aspect zombie suriviv mmoso can get money gameplay 310 would recommend giv game try youre new zombie mmo w try first one new one youre expd zmmo scene 1join very low populat serv 2loot kil zombi 3 4profit point guy game there absolute noth excit beside kil zombi hope god can stumble upon few nice weapon bandgesredbandgesriot shield seebelow just die hack lose fine weapon all stupid try just loot pve im go very frank lot hardcore fan game go hate that just too bad fact fact her list thing wrong gameplay const play game just cannot deny thing make game not play major scale 1cheater cheaterscheater more gues cheat cannot join single serv whatev may pvp pvep without 50 server popul cheatingwhich real sad game some great potenti realist nature recoilspread factordamage reductionshot distance all make game real f bad especial since youre admin look cheater practical cake walk no one go land 5 headshot row 200 meter so basical eliminate lot legit cheat no so legit cheatersal fal adminsacteam need better job 2 group cheaterssinglegroup cheater group cheater wel exact sound like group 25cheater all play togeth group usual real on happen within cheat commun commun member get togeth cheat fun unsuspect noob singlegroup cheater wouldnt so bad major gamebase wasnt fil almost every single 2 man group 1 cheat lead legit play enemi wallsradar us advantage ful mak cal out legit play can rambo way gg 3 game bug item shit go hacker know ramp so why acadmin team not get fuckin rid see anticheat work on certain ext mean hand ban every couple week isnt improv guy fact mak thing worse some cheaterscheat so simple download cheat test on few updatestweak publ source bot cheat bypas gam ac now wont go detail w catch cheater stop look visual g away start actual look memory hacksetc any cheat no visual like sil aimbot triggerbot sound hack etc complete undetect ac wont ev detect ac team apparent doesnt care game im sorry seem like r love game wish staffcreator car much,0
serv alway crash disconnect problem r serv c even play more than minute disconec problem,1
play lot her conclusion dont play shit youl get just enough get hook then becom garbage 3 day her why tldr bottom pvp play 3 oth friend one pas 72 hour mark mean c acces begin server anymore why such problem wond first all game dev didnt think idea allit ridiculou very stupid assume play 0 hour play say 70 hour play should fal same category can acces offici server 1 hour play think offici server absolute garbage not on way less populat than begin server game also los mean no long open world pvp instead just serv chat fil people spam wher pvp when should everywhere right half serv popul camp pvp hotzon major citi so would rep campo any oth c oth half remain good farm spot on handful people actu open world pvp made u wand around map hour could find even single play contrast today 10 minut begin serv encounter car play one town two player anoth town heard gunshot larg town offici not single soul problem people get item begin server so dont even ne roam around offici can just go major citi shoot each oth pve practical nonexist zombi absolute no challenge whatsoev pvp aside actual just minor nuisance way loot on th even remote challeng sup zombie even can easi counter just jump few box c shit dev nerve cal game best zombie mmo game mod one few redeem qualiti game offer lot mod suit gameplay much more come game gener crash every now then also kick server lot frustrat tldr major problem what point car can on use begin server bare collect enough money buy sniper way too easy find superior any weapon riot shield abus third person view giv too much advantage pvp consist constant jump around plac riot shield quickscop aw pve absurd easy not challenge too many hacker game too unst conclusion fun start good aspect bad part dwarf all good get bor very fast all made dislike game lot dev game dev real care game would read far hear could improve health game great limit riot shield ex 1 p person given time remove some server so people forc fil remain on game wil rich player make open world pvp make map no major citi no hotspot just even distribut town acros map make begin server on beginner ex 0 5 hour play offici server wil force people roam map make zombi more challeng unpredict big threat,1
reach begin serv time limit 24 hr game play time sup fun can no long use car regular server some reason dumb fuck way go regular server spawn die incredib suspiciou snip shot spawn back more gear get old gear die anoth guy snip spawn differ serv avoid 5 man team spawn snipingdie random guy spawn snip spawn back try get airforce base kil sup zombie make there die snip camp sup zombie wait somebody go kil try join assult rifle on serv on 2 guy no pvp final play long enough get abundance sniper then turn guy spawn snip proces repeat uninstal game went sup fun pvp loot literal not able move all anyone camp sniper not run around loot just sit there 5 man team top bridge 5 sniper get couple kil every 20 minut maybe just get fre play til c use begin sever then uninstal quit when decid make sniper even more abund than alredy read story spawn sniper add more so good luck now 10 10 wil die kid spawn snip,1
game doesnt g chance play everybody kil beginner should coop mode instead where play team whold buy stuf system stupid should just collect zombie villag zombie villag too far apart like area run wood lot tak forev zombi should road stuf car can dr c dr abandon car environment like buy jeep probab million whatev game credit money someth game like among bunch psychopath just like kil each oth stupid ther no door open close just like get shot soon join sometim join im top anoth person head kil when dont even any equip even begin serv can make so c kil oth player would okay ther like no chance even progres beyond begin serv game teach people how kil loot plac disregard environ,0
one worst excus surviv game ev seen ultra graphic look like crap game 4 nam warz infest survivor stori romeo aftermath infest new z game p2w aspect everywhere every serv deathmatch gun everywhere can hear voip wel 500 metr right next zombie nois subpar w dec fre surviv game go play unturn atroc,0
oh y play time should say lot game tri spawn begin server inst bullet face wait 3 minut respawn tim bullshit tri low behold anoth inst bullet face third time insta know screw spawn camp new player start sev glitchy rough game all around so bad could not play any long oh basical exploit game third person some item way op nev,0
194 hour new z good surv fp good party sistem lawman hear all fun play brother mat loot farm make skil op practice fre play maybe some bug ok game stil dewelope alway new improwent,1
game real shit server shit dev get disconnect all time spawn fuck sometim wil put 30 bullet someon head dont die then turn around put 4 die overal game fun can look past thing,0
one worst gam ev play lock lot when work extream slow low end graphic us wil not play game,0
can suck left testic im wil pay 20 fuck dollar recieve airdrop should one get loot instead some old ug look cunt wear fedora play fuck mac book get eat 15 headshot dr away like wee little bitch demand refund,0
could hav potenti no aint game why first all spawn serv midde nowhre got aura protect ok cool walk forward aura war someone wait spawnkil kil create new survivor wait 2 minut creat new one joind anoth begin serv reach town just find ammo vest helm no wapon not even shovl easy common find world kil ovr 50 zombi bare hand just circle around zombie dont get hit sensiv hor doesnt feel smooth lik overwatch cal duty oth game can go like like worldmap sound zombi mus thirdfirst person op gatheringloot stuf gameplay worst,1
1 spawn find friend friend speci enough play game 2 walk smal town find enough gun make rambo proud 3 now set friend go look fight all dank new gear 4 stumble upon random survivor immediate tri end life backpack ful lmg got 5 minut playtime 5 easi wipe obese amount weaponry found smal town shar bettween friend 6 walk corpse loot see unorganiz pile glow blue canc cover corpse 7 notice dank weapon bottom pile 5 minut try get perfect posi grab final pick 8 road come acros anoth town where find group player loot togeth outnumb group afew people 9 get drop start pick one one dank loot 10 manag overpow group take 80 feel proud outplay on de couple more people 11 take look around make sure not get flank 12 see swarm player just kil wait 2 minute tim respawn 100 metr away pul 30 lmg thi magic stash unlimit weapon saftey storage get ready swift confiscate privelage life 13 life taken now turn wait 2 minute tim come back ambush so pul 69 lmg magic stash spawn 100 metr away form 14 repeat step 10 13 until one giv run stash lmg group commit suicide group commit suicide all commit suicide bottom line not play game noth better that just opinion,1
im not sure how even put polite stay within guidelin game garbage anim sketchy graphic worse than some gam 2005 commun complete tox anyone encount wil kil zombi least concern game people play game sit wait anoth play pas so can kil hot stink poor optimiz dumpst fire except wouldnt even waste pee put 100010,0
know want play game spawn begin serv get demolish someone stack would just play rust also zombie proxim range insane youre within 50 feet see attack hmm sound like walmart version dayz rust compil one shitty game minu availabilty go first person oh when get gun good luck most like wont crosshair oh yeah men fre game lol that joke soon load game youre prompt ton gun can pay so virtual pay win wel now final releas ang upon game play good luck,1
got ban no reason left game then tri reconnect said disconnect crash then said ban exploit cheat un ban noth,0
dont get why people hate game actual pretty fun ingame transaction not nessecary can surv perfect fine f2p more ac shoot not surviv everyone come acros want kil game fun great play friend couple fre hour,1
game real need lot work 510 machinegun spawn single town real pathet mak pvp kil loot much less reward gameplay more repetit zombi too easy kil edit ful brim hacker glitchbug exploiter glitch bug game nev updat developer ridiculous greedy,0
dont know all bad review ive kil ton player kil tactic play large role game not how powerful weapon listen foot step gun shot learn navigate area youl find nev run open street ive enjoy game like arma h1z1 mix graphic howev could use update gameplay mak,0
start graphic nice realisticish smooth gamplay pvp most shoot first not giv fuck atitude most player adopt just world ful loot stuf kil includ 100 player perserv until crash disconnect just dose not load game caus go back home screen must also admit mlg anti hack absolute beast good game worth fre play c ask buy anyth coz could get drop anywere anytime lose gear xd yh like fun jut c grab enough loot addic now love,1
spawn mouse dpi low ingame sensitiv all way stil 8 ful spin one flick mouse took 3 step glow green got kil someone m249 figur would respawn one more time upon return menu there 2 minute cooldown could respawn could on bypas re life money exit uninstal game,0
ive play few hour now honest game pretty good few flaw need couple thing overal enjoy use nvidia experience panel youre able enhance graphic look great pro lot differ weapon chose meleeassaultriflesubmachinegunlightmachinegungrenad more alright commu avoid hol ste car though daynight cycle like skyrim foodwat surviv system must eat drink diee large sup ammo go every weapon por firearm use same ammo oversiz map travel acros differ area loot explore zombi ar over power ar able get stand firetrucksboxeshigh plac overal great animationsrealodingrunningsprintingprone crouch need rework id say premium skin box weapon can found throughout gamerequir purchase otherw regular skin can found too drop bunch random skin game not 100 pay win lot freebi con doesnt background mus nature mus make immers cli crash every oth hour rough max setting no wildlife so ev no bird beaver bug noth bit plain personal so walk game very slow tak forev get point point b car great disconnect lose people able ste 4 stolen must use ga fuel car toolbox repair get damage prick fp drop every few minut play go 35 5 back 35 5 pric some itemsgear shop expens mak money isnt too fast requir alot kil skin hunt not much charact customiz gear on 10 differ armor example overal like game need bit work look zombie game may one,1
rea fun play like h1z1 not paid meet new friend made group sport kil ppl,1
love gameit so much fun like how noob get kil salty writ bad review real think best fre play game steam guy dont bad review not gam fault suck 3,1
there many negat review infest new z most often good reason her th bas individu opinion experienc start equip flashlight cloth back can hard road surviv player lurk every town ready relieve hard earn suppli new z brut world where spawn kil gank occur more sure than sun ris morrow noth say shoot im new guy like fluoresc beacon become when spawn truth game could without feature none less not all doom gloom primari pvp orientat game spawn tim can get frustrat pay couple character mak good use glob inventory also help negat gank friend two c go astray unlike many review find play solo easi some aspect not alway larg group win one get jump first allot hard spot one head bob scrub than six new z challeng game can slow tim ac fuel violence around corn lose patience quick dont like challenge get frustrat quick may not game worth try especial fre when look someth new inbetween gam g infest new z 3 5,1
so bad get spawnkil 9 tim 10 then wait 2 minut respawn make new charact final found some gun game crash thank would definetley spend all money useles worthles micro transaction yet keep com back,0
month play game can say lot like anoth game once play timeconsum annoy just waste time spend month play private serv collect goodi so enough play publ serv join publ serv get shot head within few minut wait 3 so minut so can rev play respawn close where di stuf all gone die few minut lat repeat c take any long fin step uninstal,0
amaz game new developer mak better last developer didnt help game so start new origin game 20 new z fre no reason not try game cannot relat any oth game own kind wil continue grow get updat rol all time,1
no supportful bug erorrsa lot critic error shut down game most import pvpssometim when join serv load when enter game see already dead other player stuck loadingdo wanna gamer gameso fix not then believe few month game go downfix all erro bug,0
worst game ev heave warn when tel on game where can shoot somebody ch 5 tim head once not kill instant place 50 pound shield swallow medkit instant peak corn kil all within 7 second also there wil alway crew 7 people run around sniper every serv c kil game fre dont waste hard dr space shield sniper bane game stupid r shit infest,0
decid g game try end around 20 minut walk among tre gras manag find some build area just real crowd zombi couldnt find weapon anywhere on food some armor bas backpack on few slot so couldnt even pick everyth dread tediou experience sp 95 time sprint try find weapon someone ful serv didnt die all definite not surviv experience hop,0
game without doubt most dissappoint game ev play entire life fact developer game can confident release such bad develop game disconect every second so undoubted glitchy absolute appal none people deserve cal game developer produc actu liv breath canc fix game please quit job,0
real lik game start run oth player pve begin server on such name stil take damage oth player just like dayz everyone open fire sight spend more time menu load screen than actual play good gameplay put actu pve serv just frustrat,1
so far so good when first start kil twice very very annoy once able hide long enough find gun trail park good start good go game developer there seem lack document avail new player please addres could see less experienc gam get discourag very quick would love could load game then period god mode move game tak forev load sometim get bor walk away result death time wast,1
shame game such cool concept get one big cancer ive ev play due dogshit developer unfortunate pay2win crash simulator bug bug everyth bad could think game definite no wond went fre play nobody would g single coin play pile shit edit less than 1 minute writ review load game crash right load screen great game inde,0
where start is crap game begin low fp stabil issu game just amplifi oh there 5 military grade gun every house so when log find weapon breeze short not buy unpolish turt,0
first didnt understan why so many people hat game when first launch made sign account bit inconvenience not hor enter serv load time took around two minut so then thought wel tak long load must stun graphic right no tre leav look smudg gras just single color sky wasnt bad okay maybe charact animation good said nyet took swim regular swim anim fine not very realist fine then pres shift break buggy animaton where become unrealistic amaz olymp swim sound effect go also extreme annoy okay once find some iten itl more fun nein wasnt able find any item obliterat guy half mile away top tow wel shit say least ill respawn instant nie wait thre minut respawn game youl most like die fair often w spawn back instant use echh just think mak sick stomach use game currency point im so f uninstal fast pos 1000000000000000010 would uninstal,1
experience game pres play long load pres any tab load create charact load search server load ent serv long loadinnnnng when final ent serv just l 5 minut someone just shoot no reason di game kick serv main menu load when rev charact gues load try play start all load f 5 10 minuto some random guy just kil no reason all every single th load can say 90 time look load screen when final ent get kil 5 minut so begin server saw so many loading even when go wc load like load simulator right game play max like 10 15 minut try play game 3 tim alway di 5 10 minut game frustr not fun game hor all way bad graphic horrendou lag frame drop play spend most time noth just walk wonder around not objectiv story all,0
let tel one th game crash on when shoot pistol shoot throw grenad put dont riot shield disconnect serv join serv kil zombie jump zombie kil play slide mountian go car go car crouch jump someth prone just mov,0
less hacker farm so hard get viechel got inst discconnect driv annd reconnect serv glitch freak ask password recon got so pis delete game c gonna put game make better,0
camperscamper more camper everywherei fan zombie movi serial game not even close show play re zombie infest world where surv worst th surv bunch camper wil use everyth every trick dispos farmkil camp more like play surviv not zombie,0
should renam crashz code error 06 code error 08 co see more than game time can log move past start updat one mo please connection very poor server can connect good game when work,0
game potenti howev severe issu disconnection warn all player not spend any money game didnt take consider paid happen when lag when vehicle alienware 15 cabl connec game disconnect least 3 dozen tim 2 tim lost vehicl 100 play pve serv includ countles hour play armor weapon find anoth play loot also purpose lower resolu game medium think may help no avail 5 pretty much burn don mean better just spend fireplace also note pve server provide pretty much 1 100 player r nice individual spend money provide oth user least hope enjoy experience without support how could game like real support pay user actual w also game some area not allow purchase serv ironical when 1st start think creat serv other friend enjoy oth server eith 1010 1 serv 10010 not experienc ask why not see other driv 100 play serv very simp lag lose vehicle anoth lucky get 10 play serv least chance get back can ge back onto programmer game excel graphic artist work beyond without excep issu game crash even recent post new emergency update like sel car without steer wheel tir point perhap should addres audience people paid ensure doesnt happen game like soci media can make break game could possib thank all time 5 gone so not w refund expect any company would compassion less fortunate get custom service expectation any pay custom would ask,0
real should rethink spawn mak toon glow bright as green just make gi target beacon hunt when spawn dusk night time hel enough field vision elevat can see new spawn for day scope outside citi like hey im spawn here gimmie 30 second respawn shield fal can unload entire clip 552 ammo back when just spawn 50 second ago dude just track til shield fel re shit fal game,1
ful hacker spawn zone alway camp lose all gear death no fun keep get spawn kil wait 4 min log back kil load back,0
got ban kil hack anti cheat fail good game develop dont care commun so dont play wil ban very disapoint hop game wil close,0
ok first all find game very enjoy most oth friend can play can collect item just absolute rule biggin server can use beggin server advantage collect real good item head offici server so better gun can use kil hard enemi pvp server joke most pro player op snip rifl dominate as would like alot developer would add op would allow sel scaveng item dont ne pale white zombie tal shaquille one need nerf please real annoy once get base loot then find th there waste all youre mag quite annoy overal quite steady game enjoy play friend definte recommend anyone enjoy wast few hour youre friend game,1
game look sup cool c play tak 1015 minut load game when finna load disconnect serv there fix issue please w play game look real cool,0
please fix broke as game ne fix issue where get car stuck cannot exit wtf anyway also ne fix fact fal barricade sandbag like set caliwood near stadium military zone sup zombie there so many oth little thing like add late mak hor gam experience play infest long time now guy lot better than oth loser that sure lost too many spawner bug bullshit,1
positive surpris game download t f2p gam soon get releas steam usual delete 20 minut start most suck wasnt case here very much lik even recommend friend like f2p version dayz even better some way course there ton thing fix first wil bug real buggy like every 1 hour gameplay game would crash kick least 1 time absolute no explan why just happen happen everybody not just also sometim when join serv would immediate disconnect no reason youl reconnect kinda annoy anoth th could fix fp drop pc cover game recommend setting entire yet even low graphic get fp drop 10 fp would fun developer introduce way build bas game would much more fun way rust already barricad not same would amaz could build own settlement instal spawn point there more vehicl could also use perman course annoy lose expens stuf buy all dunno way cur vehicl stil c afford one oth than game very fun one smal amount f2p gam ar p2w money pure cosmetic reason some boost can obtain even f2p account hope keep way dont ruin also weapon arsen huge can also custom weapon add gadget skin made very profession way without ruin rpg element stil maintain realist combat commun grow each day just recent surpas dayz number when speak act player overal some issu there thing can improv add unsure wheth not download not try wont regret,1
remind romero aftermath lov game so much so great game great memori also vari typ zombi cool,1
spawn game try play get spawn kil ok bad spawn tri anoth serv get snip tak one step 2 row ok 3rd time charm fuck run group 3 guy oft first few step get kil im done dont play shit game,0
old review take grain salt good game pro con pro list good anticheatrip mlg ac unlike vac there lot weapon get kinda rpg like xp system pretty big map like explor smal like pvp huge market can easi hop game battle royale basical fre h1z1 kotk fun friend con teensy weensy bit pay2winskin very very very rare find expens buy gc way too buggyget random disconnect kil connect couldnt connect kick suspiciou etc god damnit just why beggin game can not get good item every good zonelike clearwat there freak sniper understand weapon people use cmon not every c why there so few server 20 server begginer there kinda lot play game most starter not veteran also most player play beggin server without lot server on there would almost ful mean lot c real find serv 30 player lot even big map most would just camp citi so rip citi last not least please tel why actu moth christ there rule where c play anyth oth than beggin dont x hour list tldr good game lot potenti even good right now not best g 710 wil glad more server addedthe hour rule removedconnec bug solv editlike 3 year lat heavi bias when wrote game pretty mediocre hindsight so yeah,1
great game play 1 hour begginer serv so can join battle royale most bor hour life server empty few zombi very weak no carsor didnt find one join battle royalethe ultimate clown fiesta remind ear day h1z1 worst poor people ill go back cave play huniepop,0
answ ques game worth download answ would y no let start say game isnt perfect nonetheles worth download doesnt w fre game anyone can download play friend now bad part game game tend eith kick every once crash random also game dev dont real solve problem game great potenti download play least hour very fun game know how play think most people write negat review honest suck game just like re life tend blame any blemish game fail real game not simul people try compare day z h1z1 game far so interest download game sug download open mind not try compare contrast oth gam few pointer people just start current trouble good time sug start serv less people few people better on can get loot on worry zombi also sug scavenge city log game bogu let exit game all loot able store so when get back can loot same c repeat proces soon wil so much loot inventory wont mat charact di,0
bullshit game c proper make spawn everytime spawn manage spawn right top someone chas til shield just kil even create new charact same shit happen im blow igc respawn fuck game,0
g game 110 unplay every 510min crash dc get kick serv anticheat garbage hacker roam freelike 80 cheat sad dev most mod just trashtalk everyone try point problem help improve game game was allway such bad state so 910 game how long ago const wip thing peopl inventori trad bought re money useles updat make game crash all time got 110 real dont recomend game anyone exept w cheat,0
although may find some fun play friend assure problem wil encount wil stack quick first click anywhere screen not lock mouse window game wil crash dont stop applic can stil die lose item second enemy attack make no sound charact no reac so youl probab die without even know third spawn semirandom area not guarente safety even though spawn protec major spaw wil involve eith surround zombi kil sniper wait primary issu not take fact physic ter graphic usual flat textur even when set high would not recommend game anyone no mat how popular say,1
game dec ill explain pro con pro pve pvp server actual work vehicl large map variety gun multiple zombi one area easy understand variety character con people camp spawn pvp no loot crat on 3 typ vehicl pay ord get differ character can car blown people can ste car even got own money craft system not impliment yet need better graphic recomend game certian ext like run long distanc get plac then play game,0
ive on play like hour already know absolute garbage uprosu list swim anim look funny list uconsu list wait thre minut penalty dy once beyond stupid when both npc oth online player try kil map way too open spread youl most often run extens amount time wherev ne go wheth not can eventual get car someth like beyond knowledge kept friggin dy could make any signific progres regard microtransaction but anyone want succumb premium account b main menu very disorganiz confus navigate list dunno could probab come more con sp more time c bother put any more aw game so consid con dayzrusth1z1esque surviv gam ne stop honest ridiculou how incomplete feel,1
вы знаете что такое оптимизация да а я нет даная игра находясь в категори бесплатные имеет и плюсы и минусы начну пожалуй с плюсов 1 донат не решает ничего 2топ лут можно собрать за пару часов игры 3огромные количества лутаразнообразие оружий 4скиныданное ввидение игру никак не портитно мне кажется лучше бы занялись минусамида и сами скины просто радуют глазано и покупать их ненужноможно побегать по локаци и налутать кейсы со скинами 5машиныв этой игре есть транспортего хоть и немного 13штблагодаря им можно съэкономить времянервы и тд 6ранообразие различные режимыbattle royalepvppveрежим крепость вообщем можно выбрать режим под себя 7античиткаждый час на серверах банится от 210 человек mlg anticheatsв данный момент лучше чем античит vac от valveэто весьма радует 8инвентыэто очень радуетинвенты происходят чаще чем valve выпускает кейсы а кейсы они штопают частенькочего стоят супер зомби 9комюнитиэто когда русских на серверах так мало что приходится радоваться каждому русскому игроку на сервере минусы 1однообразиекоторый раз разработчики перезапускают эту серию игрыони просто мусолят эту игру не делая ее лучшено это не точно 2оптимизацияпостоянные вылетынестабильное соединие с серверамиплохая оптимизация всей игрытак же иногда происходят странные вещиесли можете то посмотрите несколько скриншотов у меня 3графикану можно было приподнять графона понимаю что в данной игре это не особо нужноно всё таки где картинка лучшемаксималки или минималкиответ очивиден 4бегпочему так медленно персонаж бегаетгосподи за что в общем плюсов большено и остонавливаться на достигнутом разработчикам не стоитесть многое что нужно доработатьдобавитьпофикситьединственное пока что мне нравится это античитон банит постояннои причём очень часто в общем несмотря на плохие отзывыя могу порекамендовать данную игруда есть минусыда они может и очень усугубляют её но запомнитеподъехал в локаци и забирай машинуиначе проебёте либо 150к250к или 500к english know optimiz y im not game category fre pro con perhap ill start pro 1 donut not solve anyth 2top loot can collect couple hour game 3the huge amount lootvariety weapon 4skinsthi weenie game not spoilbut think would better consand skin just pleas eyebut also buy junkcan run location salutati cas skin 5machinein game there transportthough few 13pc can help save timenerv so 6raznoobrazie differ mod battle royalepvppve mode fortres general can choose mode 7anticheatevery hour server wil ban 210 people mlg anticheatsat mo better than valv vac anticheatit very happy 8leaveit very pleasingthe leave happen more often than valve releas case cas darn oftenwhat sup zombi 9komyunitithi when russian server so few enjoy every russian play serv con 1monotonyonce developer restart seri gamesthey just procrastinate game not mak betterbut not sure 2optimizationconst crashesunst coedine serverspoor optimiz gameso sometim strange thing happenif can view few screenshot 3graphicswel can lift graphicsbut understand game not real needbut stil where picture bettermaximum spe minimum payoutresponse ochividen 4runwhy so slow charact runslord gener there more plus also ostanavlivatsya laurel developer not necessarythere many thing ne modifyaddfixthe on th like cheathe ban all timeand very often gener despite bad reviewsi can porekomendovat gamey there downsidesbut can real aggravate rememberdrove location take carotherw youl fuck 150k250k 500k comment 1,1
dead rev xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx minut buy some crappy worthles ingame value continue next serv wel lol ggwp mus gay could,1
keep say patch game yet game freez log back dead all loot gone buggy bought snip round bought all gone,0
wow game fre play pretty amaz cour ther lag such game dos game feel alot like h1z1dayz hybrid work there subscrip off like 250 month low pack 10 best pack that strict w buy can go thru whole game stil much fun next guy just no premium sever need right said fre play zombie surviv game c go wrong so g game cool 710 good,1
review infestaion new kil join game near airbsae on gun exact 0 bullet start walk c zombie more zombie run make c start climb building see anoth person ep firefight kil start loot dead bueati,1
shatter ski fre play there publ website sad not steam steam not allow change make shatter ski great httpforumplayshatteredskiescom offici website mas surviv pvp type game,0
o jogo é divertido quando jogado com amigo bem bacana porém ele vem de uma engine não muito boa que possui muito bug que causam crash e dc aleatório ma isso não impede de divertir se caso ideia desse jogo fosse levada para outra engine ou mesmo bon programador conseguissem ajustar essa seria definitivamente um jogo excelente o skil gap é alto você tem que s bom para matar no jogo o premium é barato e aluguel de servidor fica extremamente barato quanto repartido com seu amigo para lootear sem contar o evento que el proporcionam ocasionalmente dando uma diversão à mai exceto árvor de nat que causaram vario problema com todo good game not pay win gg,1
game very steep learn curv dos help when hig level player lot experience play game camp loot area begin server fact there some kind hero bandit system very strange everyone shoot sight bandit not commun arma 3 exile break point wasteland lot better game feel like stil alpha jerky control 3rd person view break immersion us cheat enemy wil often glitch gun wal shoot leav un shoot back u c hit people wil often jump around mak hard headshot jump requir no stamina least ist not pay win pay skin good fp very sad see advanc player join begin server kil new player feel better,1
absolute garbage game play year no progression dev just spawn 100 item certain player no progression game all no patch no fix noth all real minor bug tak month get bare fix,0
edit remov game library kept ask turn firewal anti viru wil not any game ok where start say game fun y stil few bug y take time move around place place all fun game more fun friend like skil tre aspect can help play survice more y there people onthe server shoot sight most open world gam multi play like same time there few great player there wil help server people just start play then once hit limit noob server then move norm server dev work gam all time tr fix thing so all people mak bad comment eith just bad player just dont understand dev best can take lot make game like would recommend game anyone lik openworld zombie gam y bit rough right now game lot potenti become great dont fool any review people dont put anytime game less then 5 hour play then havnt given game chance all review get game fun that whta gam g dev fe back good bad g time fix thing,1
crash very often fix would make numb rage quit go besid play game crash every 1520 min,0
tra jugarlo bastante puedo admitir que parece interesante hasta que te da cuenta que e un juego de caza al respawn según sal te matan da igu el sitio da igu el servidor y teniendo en cuenta que empieza pelo e muy triste tenido bueno momento pero la zona de bosque están muy muy abandonada no hay nada no hay nada que hac son zona de paso y la zona de ciudad son interesant salvo por el detalle de respawn que e algo enervante,0
fre play game could great excuse flaw game bring gameplay feel like no oth game ive around since alhpa version first release form developer must say absolut addtic game y like many oth game problem bug crash cheater etc cheater wrost problem first version improv since new anticheat system crash bug stil many problem eliminat think most intense high value gametime game there f2p market firstpersonshoot survivalgam hook since day one stil get adrenaline rush intense pvp fight where come win smart enemi some balance tweak need fulfil everyon need overal play game couple friend moste awesome game experience there commun close convers developer game can on grow become better,1
c learn any th game since just start even when just response dead u get kil instant don g u like pve serv walk around see not single chance given game just,0
c even play game friend tri spawn kil immediat once die wait 2 minut even respawn respone wait anoth two minut just even get back serv dont even both play game limit 12 hour fre gameplay pay suscrip that not even worth,0
